AccountNumber,Amount,Time,Location,DeviceType,TransactionType,PreviousTransactions,AccountAge,TransactionFrequency,Fraud
893230834,805.64,42.831776793971954,Online,Tablet,Deposit,8,2381,28,0.0
435796428,963.59,33.37508011964326,Online,Desktop,Purchase,3,1056,34,0.0
347256840,240.63,37.07737304894381,Online,Tablet,Deposit,6,3077,33,0.0
884433702,164.87,44.64671814046077,Branch,Mobile,Withdrawal,9,1075,31,0.0
140700012,895.25,50.774805185188626,Online,Tablet,Deposit,7,2320,7,0.0
782946489,693.49,52.13293707372939,Online,Desktop,Deposit,3,1029,39,0.0
357359447,932.39,57.271681408920806,Online,Mobile,Transfer,4,713,22,1.0
878213986,253.94,50.327969954115865,Online,Desktop,Deposit,8,361,14,0.0
464089172,377.33,55.58139514518506,Branch,Desktop,Transfer,8,3636,14,0.0
802163027,640.07,53.338599665685344,Online,Mobile,Purchase,3,3271,20,0.0
980476887,623.3,57.682072166317376,Branch,Tablet,Deposit,4,2474,39,0.0
423996308,501.8,51.99810433718714,Online,Desktop,Transfer,6,1734,14,0.0
922334817,1560.21,64.60640076550958,Branch,Desktop,Withdrawal,3,465,57,1.0
256234782,982.55,62.36130721806218,Branch,Mobile,Deposit,2,130,24,0.0
476096831,48.92,50.012054753622245,Branch,Mobile,Deposit,5,1047,37,0.0
904981247,106.66,88.15950511239173,ATM,Tablet,Purchase,6,578,32,1.0
155228398,1336.26,64.72977242083257,Online,Mobile,Transfer,3,80,26,1.0
886648271,220.22,47.49166983544953,Branch,Tablet,Deposit,6,2083,43,0.0
174642492,645.55,69.87275999230808,Online,Desktop,Purchase,6,1961,23,0.0
691648770,93.99,38.56273792679338,Branch,Desktop,Withdrawal,6,1248,14,0.0
294267159,805.0,50.91752484448373,Online,Desktop,Purchase,10,3394,39,0.0
747278843,77.49,57.59712295484168,ATM,Desktop,Purchase,2,2680,21,0.0
407818104,771.3,37.70450405547583,ATM,Mobile,Transfer,5,219,37,0.0
630979698,497.69,42.27122332176391,ATM,Desktop,Purchase,9,943,36,0.0
507337027,87.79,53.16155957182778,Online,Tablet,Purchase,8,1532,9,0.0
157262648,461.63,66.35159738469744,Online,Mobile,Purchase,2,5,53,1.0
806613458,295.81,39.706284918179286,Online,Mobile,Purchase,8,78,39,0.0
884411526,932.8,70.24309623286852,ATM,Mobile,Withdrawal,3,659,23,0.0
160542397,656.22,61.94109403047372,Branch,Mobile,Purchase,6,3212,31,0.0
597075307,930.23,48.37207093927706,Online,Mobile,Withdrawal,8,1423,32,0.0
632360251,402.95,54.69267589808526,ATM,Mobile,Withdrawal,3,987,14,0.0
731382552,461.51,55.38296079049633,Branch,Tablet,Deposit,5,340,11,0.0
471205879,81.36,43.82358323066303,ATM,Desktop,Transfer,2,220,38,0.0
694429003,494.56,62.26933223884308,ATM,Tablet,Deposit,5,855,37,0.0
818915301,966.99,54.52371796249734,Branch,Desktop,Purchase,3,3510,11,0.0
820961309,431.82,45.8850685543782,Online,Mobile,Transfer,5,2760,21,0.0
843986831,963.98,39.376064718531204,Online,Desktop,Deposit,6,3005,10,0.0
986497111,381.12,58.10808273159782,Online,Desktop,Transfer,5,2730,26,0.0
245500660,170.01,50.20793707675408,Online,Mobile,Withdrawal,7,628,48,0.0
136705691,464.85,46.100762934405545,Online,Desktop,Withdrawal,5,127,8,0.0
542464401,836.95,42.527883208521764,Branch,Desktop,Purchase,5,1816,14,0.0
904364022,662.11,51.89581616598743,Online,Desktop,Withdrawal,3,3255,2,0.0
284496504,52.98,53.24057028221561,Branch,Mobile,Withdrawal,6,1734,35,0.0
489929076,76.68,36.80752805401232,Online,Mobile,Deposit,6,3533,26,0.0
927771539,300.66,49.77131937701118,Online,Desktop,Withdrawal,4,1915,21,0.0
883525256,278.04,53.19651825918977,ATM,Tablet,Deposit,6,287,5,0.0
597667659,457.92,43.99576434261295,Branch,Desktop,Withdrawal,8,258,1,0.0
703945513,517.1,58.929538701087694,Branch,Desktop,Transfer,10,2155,11,0.0
628321515,314.22,49.358118228915025,Branch,Tablet,Purchase,6,2120,23,0.0
081636175,970.21,69.04136589573007,ATM,Mobile,Purchase,4,3615,37,0.0
302750668,545.85,38.88032974225837,ATM,Tablet,Deposit,7,627,49,0.0
964748936,670.87,44.71022291935985,ATM,Tablet,Deposit,5,3426,47,0.0
963420915,120.09,43.53772690156197,ATM,Mobile,Withdrawal,4,659,33,0.0
895729100,947.81,65.33433701296326,Branch,Mobile,Withdrawal,6,3144,47,0.0
646727278,90.54,53.61503525206102,ATM,Tablet,Purchase,1,2147,5,0.0
660265221,764.0,41.7311964596014,Online,Desktop,Purchase,7,1569,44,0.0
727946599,1035.88,55.39317531650718,Online,Mobile,Desposit,5,21,40,1.0
992579917,55.28,62.37438134684139,Branch,Mobile,Transfer,8,539,19,0.0
089493502,836.58,46.12900297525599,Branch,Desktop,Purchase,6,380,34,0.0
022300598,808.5,42.78262446662747,Branch,Desktop,Purchase,3,3626,19,0.0
405513897,613.47,66.6125921454787,ATM,Tablet,Withdrawal,5,2482,2,0.0
500582475,740.06,58.93697689389111,ATM,Desktop,Transfer,7,3233,1,0.0
649904430,728.7,54.365598041576675,Online,Tablet,Transfer,6,3603,20,0.0
962717226,915.16,46.42970799193391,ATM,Tablet,Withdrawal,4,3224,33,0.0
861278856,629.63,33.93422899261321,ATM,Tablet,Purchase,5,3250,8,0.0
651341076,337.59,41.125078221978995,Branch,Tablet,Transfer,6,225,10,0.0
305466811,801.42,41.82911368931809,ATM,Mobile,Purchase,7,591,10,0.0
262215352,175.36,42.33343412216652,Online,Tablet,Withdrawal,5,1562,27,0.0
331215671,802.35,68.8768765734019,Branch,Mobile,Withdrawal,6,1311,41,0.0
606389213,1811.74,72.31137780355301,Online,Tablet,Desposit,6,204,41,1.0
793502596,636.82,38.523086101843326,Online,Tablet,Purchase,6,393,21,0.0
843557184,799.32,59.87334516589102,Online,Tablet,Deposit,4,1140,24,0.0
007097379,621.95,53.08050539504102,ATM,Mobile,Transfer,6,1223,48,0.0
494851375,404.19,47.52974299254004,Branch,Tablet,Withdrawal,4,2199,38,0.0
659098276,663.32,54.58209715010529,ATM,Mobile,Transfer,5,63,76,1.0
464423289,927.73,54.46872500802698,Branch,Mobile,Purchase,4,634,23,0.0
924461471,243.69,42.30003933802543,ATM,Desktop,Withdrawal,6,1276,4,0.0
898346881,994.2,37.1283643141575,Online,Tablet,Transfer,5,3104,28,0.0
335403132,671.4,67.3889966379758,ATM,Mobile,Withdrawal,5,133,32,0.0
372927713,185.38,34.833574505792086,Online,Mobile,Deposit,4,1879,15,0.0
783841078,245.17,58.20344012612456,Branch,Desktop,Purchase,6,3561,28,0.0
095563581,288.15,44.075357408471056,ATM,Mobile,Transfer,5,3376,23,0.0
074252252,609.72,52.62561329001925,ATM,Mobile,Purchase,4,360,20,0.0
865450761,721.86,34.77640813782109,Branch,Mobile,Transfer,2,1520,24,0.0
702560532,86.18,55.646059258936006,Online,Desktop,Withdrawal,5,373,37,0.0
792717585,520.52,52.04389031602977,ATM,Mobile,Purchase,6,1067,44,0.0
449610951,718.81,43.24291920838388,ATM,Desktop,Withdrawal,2,1322,23,0.0
884131364,74.7,52.25307922040942,ATM,Tablet,Transfer,2,2683,6,0.0
817159384,316.43,55.60919447941239,ATM,Tablet,Withdrawal,5,2461,49,0.0
702339734,597.02,47.15124506630329,Branch,Desktop,Purchase,2,2164,22,0.0
228429303,139.4,49.10765845778551,Online,Tablet,Purchase,5,1065,35,0.0
045825747,869.59,32.23753666533548,Branch,Mobile,Transfer,3,68,16,0.0
258756431,355.72,20.78649516505393,ATM,Tablet,Deposit,3,1616,25,0.0
768325955,281.47,64.10459145203504,ATM,Desktop,Purchase,5,3480,4,0.0
502409724,86.21,45.46771950672725,Branch,Tablet,Transfer,5,3103,32,0.0
849629757,235.8,62.059945165468164,Branch,Tablet,Transfer,7,990,11,0.0
168446858,75.05,53.63631882624968,ATM,Mobile,Transfer,6,1932,27,0.0
631461740,201.08,96.43357068599799,Online,Tablet,Desposit,3,213,86,1.0
924642998,422.39,78.62386758795957,Branch,Mobile,Transfer,2,615,28,1.0
065600618,126.63,77.73342270576055,Online,Tablet,Transfer,5,471,23,1.0
149808082,852.63,61.87386051564751,ATM,Tablet,Withdrawal,4,2040,8,0.0
366342000,179.96,47.060330523358175,ATM,Mobile,Withdrawal,6,1672,37,0.0
459483368,160.89,40.177059657453206,Branch,Mobile,Transfer,9,89,19,0.0
768298226,502.2,44.11133173261304,Online,Tablet,Deposit,2,1702,16,0.0
991268356,640.05,62.083662305931426,Branch,Mobile,Deposit,4,2474,39,0.0
550004727,170.99,46.6618051024399,Online,Tablet,Transfer,3,3457,26,0.0
922906729,806.93,55.964477069857494,Online,Tablet,Withdrawal,3,21,52,1.0
200560780,579.72,63.73658545162958,Online,Tablet,Deposit,6,1927,37,0.0
611505026,682.31,51.52354872033722,Online,Mobile,Transfer,5,2934,48,0.0
923224780,380.87,40.72646865809426,Branch,Mobile,Transfer,1,582,34,0.0
991568171,882.06,53.89614177370904,Online,Mobile,Transfer,12,1530,28,0.0
453923806,659.49,80.04890989007097,Branch,Tablet,Withdrawal,2,227,96,1.0
816185875,869.24,67.04105516255491,Branch,Desktop,Withdrawal,5,2562,26,0.0
415572157,628.0,64.89863438602082,ATM,Mobile,Purchase,6,1447,47,0.0
449957326,666.87,42.00807993349746,Branch,Mobile,Withdrawal,9,3179,47,0.0
068986587,652.72,47.49953485401047,Online,Mobile,Purchase,6,2494,7,0.0
608728745,468.0,53.423378344896214,ATM,Mobile,Withdrawal,5,1891,1,0.0
654014550,529.91,64.72670675750982,Branch,Tablet,Withdrawal,5,1112,15,0.0
346222832,91.56,47.98508466052482,Online,Desktop,Deposit,4,592,48,0.0
286454626,564.05,50.95344199441308,Branch,Tablet,Purchase,2,3162,41,0.0
266625061,536.79,45.08363814367953,Branch,Desktop,Withdrawal,9,319,38,0.0
343165326,54.85,61.61878302608191,Branch,Mobile,Deposit,6,1100,23,0.0
952721243,229.75,39.141748711148146,Branch,Mobile,Purchase,9,1771,5,0.0
212491270,637.14,49.94403981170954,Online,Tablet,Transfer,6,1086,31,0.0
962604758,226.07,53.03818595604876,ATM,Mobile,Withdrawal,5,1465,18,0.0
665071100,869.78,58.38940500469612,Branch,Mobile,Withdrawal,5,229,28,0.0
456113375,687.88,56.969544045107355,Branch,Desktop,Purchase,4,803,13,0.0
957434615,610.65,54.87872284871074,Online,Desktop,Withdrawal,7,1776,12,0.0
509561426,327.57,25.757597397270583,Online,Tablet,Deposit,3,2695,44,0.0
475841064,125.73,33.99096021523484,ATM,Tablet,Transfer,6,1053,43,0.0
797670372,733.56,44.867864335284146,Online,Mobile,Purchase,3,2126,1,0.0
181634770,808.14,58.294748419317486,ATM,Desktop,Transfer,4,3627,26,0.0
511960457,852.69,55.55512646342248,Online,Tablet,Transfer,5,1420,15,0.0
511684824,624.71,49.36475425384645,Online,Desktop,Transfer,4,1415,2,0.0
795070358,100.37,34.158640569945106,Branch,Tablet,Purchase,2,676,35,0.0
684151654,503.46,61.210306673244716,ATM,Desktop,Deposit,6,848,48,0.0
701640432,963.36,64.64177238752437,ATM,Desktop,Deposit,2,2764,13,0.0
076328305,556.53,46.793323744428086,Online,Desktop,Withdrawal,5,3125,22,0.0
658213272,89.31,51.44887833096891,ATM,Tablet,Deposit,6,659,12,0.0
196838372,516.23,47.61067900830306,Branch,Desktop,Deposit,5,2661,27,0.0
704685441,1948.48,74.00850653977989,Branch,Mobile,Purchase,4,161,72,1.0
195090239,642.14,57.89056687375519,Online,Tablet,Transfer,6,2553,4,0.0
235316962,217.26,29.961376355932465,ATM,Mobile,Deposit,4,1933,10,0.0
525293039,417.72,56.03187431082343,Online,Mobile,Transfer,4,991,45,0.0
035058571,361.08,58.69156064389273,ATM,Tablet,Transfer,8,564,3,0.0
010189709,1774.91,120.40255220040936,Branch,Mobile,Withdrawal,4,58,61,1.0
785711841,1878.01,123.268547549533,Online,Tablet,Desposit,3,272,81,1.0
475068746,741.06,41.133190777165424,Branch,Tablet,Deposit,2,1632,8,0.0
478185964,251.05,56.85507738790204,ATM,Tablet,Purchase,5,2528,31,0.0
949219506,533.65,47.65592199683678,Branch,Tablet,Deposit,3,2979,30,0.0
196651702,477.35,49.87911052153945,Online,Tablet,Purchase,5,722,47,0.0
662195302,611.66,50.2538842054241,Branch,Desktop,Transfer,5,2612,41,0.0
389001830,111.48,53.72105472606863,Online,Tablet,Purchase,3,2725,11,0.0
220765042,204.02,76.01683114180395,Branch,Mobile,Transfer,5,2648,22,0.0
241484169,877.89,32.26967531793119,Branch,Tablet,Purchase,6,1228,29,0.0
238590210,1331.29,53.98074099567902,Online,Mobile,Transfer,3,685,32,1.0
646981170,295.74,56.22207144043402,Online,Mobile,Purchase,7,2541,5,0.0
129642739,920.66,43.52458194364841,Branch,Desktop,Withdrawal,6,2464,38,0.0
796953154,914.11,55.4673356820138,Branch,Desktop,Withdrawal,4,1962,26,0.0
159310204,956.09,27.80699627252465,Online,Desktop,Purchase,3,1275,6,0.0
931998223,777.38,55.863640187550935,Branch,Desktop,Deposit,4,3233,32,0.0
830456339,98.52,64.53260663321035,ATM,Mobile,Transfer,5,2482,46,0.0
948834587,65.81,70.74082669749973,Branch,Desktop,Withdrawal,6,2999,3,0.0
017928779,358.11,50.98067539538945,Online,Mobile,Transfer,4,3048,10,0.0
712075915,362.54,45.23779126455341,ATM,Mobile,Deposit,2,1735,4,0.0
575026698,246.79,52.51473608940512,Branch,Tablet,Deposit,5,359,46,0.0
742171528,311.57,58.60473488359745,Online,Desktop,Deposit,3,1193,18,0.0
461384644,955.97,45.49987142004186,ATM,Tablet,Transfer,7,2054,15,0.0
700294502,762.69,54.322629506341556,Online,Desktop,Purchase,6,3389,14,0.0
018617467,441.77,67.95211355912322,ATM,Tablet,Deposit,6,1379,45,0.0
783442422,40.87,48.441018220633325,ATM,Tablet,Deposit,1,2102,31,0.0
386650694,284.06,49.260524343916074,Online,Tablet,Deposit,7,1516,40,0.0
664731241,929.04,64.12220555415429,Branch,Desktop,Purchase,3,1420,13,0.0
562602730,41.11,70.61503576636397,Online,Desktop,Purchase,3,2988,44,0.0
042468042,944.82,60.47317706621448,ATM,Mobile,Purchase,3,3612,31,0.0
038925703,420.67,39.27256974260193,Branch,Desktop,Transfer,7,887,47,0.0
260695162,635.5,58.58451116656666,ATM,Tablet,Purchase,4,2307,24,0.0
776344738,527.32,58.21719762876057,Branch,Desktop,Desposit,7,619,55,1.0
211539191,931.45,51.150260791474174,Branch,Desktop,Withdrawal,5,189,17,0.0
347546238,991.26,44.5044286409142,Branch,Tablet,Deposit,4,2511,7,0.0
436808864,334.13,50.032973967728836,Branch,Mobile,Withdrawal,4,618,49,1.0
638236230,814.86,45.83805595114746,ATM,Mobile,Withdrawal,3,663,37,0.0
092384444,492.19,38.82813538292997,Online,Mobile,Deposit,3,1641,7,0.0
648105643,481.26,43.05399630836855,Online,Desktop,Transfer,3,3488,30,0.0
465685001,20.73,34.862856073871725,Online,Desktop,Purchase,4,2006,1,0.0
341618870,307.95,60.96469233810883,Branch,Desktop,Purchase,8,2868,1,0.0
872875514,654.72,47.69475374819749,ATM,Desktop,Deposit,3,3101,28,0.0
609573864,486.71,35.94432980821358,ATM,Desktop,Withdrawal,7,1364,26,0.0
726986574,540.42,47.28876398957431,ATM,Desktop,Deposit,4,1432,30,0.0
631888603,507.61,62.81016361735113,ATM,Desktop,Purchase,4,1218,30,0.0
767617901,28.04,48.24114187567663,Branch,Mobile,Withdrawal,4,1580,45,0.0
185833973,259.26,44.672991603380886,Branch,Desktop,Purchase,6,1187,12,0.0
663963330,708.52,58.18777643754861,Online,Desktop,Withdrawal,4,1686,28,0.0
807013714,966.16,60.417246640588516,Branch,Mobile,Transfer,4,2733,31,0.0
099845426,1456.35,84.71201829987088,Branch,Desktop,Purchase,5,666,18,1.0
690302490,214.27,42.075800790000386,Online,Desktop,Purchase,8,560,16,0.0
369923060,198.78,65.11154930247348,Online,Desktop,Deposit,6,2930,14,0.0
254490680,676.7,47.00161803725119,Online,Mobile,Purchase,2,2452,33,0.0
959309686,739.08,48.09096208272701,ATM,Mobile,Transfer,3,1636,29,0.0
019758164,83.06,46.919657158142584,ATM,Tablet,Withdrawal,7,2981,40,0.0
170061687,972.06,34.05296932733204,ATM,Tablet,Withdrawal,8,2875,44,0.0
062761470,798.57,46.29491901409971,Branch,Mobile,Withdrawal,10,792,38,0.0
158288590,852.91,46.67139595617489,Online,Desktop,Purchase,4,1087,22,0.0
196273160,513.98,85.9240879457036,Branch,Mobile,Desposit,2,239,30,1.0
248159732,699.07,46.46833707189312,ATM,Mobile,Withdrawal,5,1318,7,0.0
429393779,734.67,62.00413907944426,ATM,Desktop,Withdrawal,7,1913,33,0.0
550658102,784.56,46.92191528861116,ATM,Desktop,Transfer,3,3141,1,0.0
717847046,1835.92,74.96359109241376,ATM,Mobile,Purchase,4,326,9,1.0
337231056,208.92,45.885733928839976,Online,Tablet,Transfer,6,3431,14,0.0
305904876,20.89,54.2097294438939,Branch,Tablet,Deposit,2,1224,32,0.0
495409584,183.55,62.00261749738829,Branch,Tablet,Deposit,8,2862,33,0.0
904136357,892.23,45.891857120454155,ATM,Mobile,Deposit,3,481,36,0.0
721169250,704.95,66.15375689469442,Online,Mobile,Purchase,7,1080,38,0.0
712816904,181.56,58.47421677150422,Branch,Tablet,Purchase,7,560,30,0.0
746275008,698.03,58.48174212666668,Branch,Desktop,Deposit,2,2646,8,0.0
668954650,38.95,55.346290861224354,ATM,Mobile,Withdrawal,2,1642,1,0.0
206817791,262.09,38.10588107132672,Online,Tablet,Deposit,9,2020,11,0.0
210354135,975.05,62.30874513154735,Online,Mobile,Withdrawal,3,1298,41,0.0
007481327,398.32,55.211224283793385,ATM,Tablet,Withdrawal,4,2722,18,0.0
209660246,1667.04,52.67427581891388,Online,Desktop,Desposit,4,640,79,1.0
663402207,266.83,69.95667489783965,ATM,Desktop,Transfer,8,95,39,0.0
477563330,572.63,42.48208949904816,Branch,Desktop,Deposit,2,2487,27,0.0
412789597,169.15,39.861040477074624,Branch,Mobile,Withdrawal,10,3236,36,0.0
235208614,698.51,54.57686586053552,Online,Desktop,Purchase,5,687,11,0.0
435752247,523.22,63.3057490403904,Online,Tablet,Transfer,2,3412,31,0.0
945329857,106.86,33.83689391563412,Online,Desktop,Transfer,7,1877,33,0.0
853380530,453.96,51.467930119855495,ATM,Desktop,Transfer,6,465,10,0.0
127493380,239.35,58.59587886979802,ATM,Desktop,Purchase,2,652,27,0.0
204808634,516.33,82.78673208486846,ATM,Desktop,Transfer,6,394,83,1.0
795738196,820.91,42.41504665299931,Branch,Desktop,Deposit,6,3416,17,0.0
802991193,865.71,51.972922656312065,ATM,Mobile,Purchase,3,2559,43,0.0
954271305,544.1,48.68527404328332,Online,Desktop,Deposit,5,462,37,0.0
588710148,598.53,55.43479378670093,ATM,Tablet,Purchase,3,1112,31,0.0
298599543,332.08,32.39237240844182,Branch,Tablet,Deposit,8,2163,34,0.0
711363553,189.62,56.50450092536139,ATM,Mobile,Purchase,7,1531,41,0.0
145765341,1754.1,62.29791937274798,Online,Desktop,Desposit,6,36,34,1.0
493682274,228.56,38.62314329575183,Online,Mobile,Withdrawal,4,3015,42,0.0
520475273,926.0,65.37931918412554,ATM,Tablet,Deposit,4,3261,25,0.0
079790460,839.95,30.207001896242122,Online,Mobile,Withdrawal,5,3261,32,0.0
846078745,169.2,40.466713917412875,Online,Mobile,Withdrawal,4,3289,46,0.0
223356678,107.1,63.28640828248231,ATM,Mobile,Withdrawal,3,1496,12,0.0
869093091,503.38,43.15370174239996,Online,Desktop,Withdrawal,7,1882,33,0.0
479521643,631.28,41.94129933503811,Online,Tablet,Deposit,4,352,3,0.0
331973668,347.4,31.248275303542556,Branch,Desktop,Deposit,5,1122,24,0.0
196263165,256.0,62.81643795003769,Online,Desktop,Purchase,4,1726,27,0.0
059951140,493.96,59.514492770580866,Branch,Desktop,Transfer,3,1613,8,0.0
610500867,869.38,52.25264117247549,ATM,Desktop,Withdrawal,3,2018,23,0.0
170543153,940.83,55.11202599524981,Branch,Tablet,Deposit,4,2580,46,0.0
959726799,969.72,49.382358001398714,Branch,Tablet,Transfer,4,1546,15,0.0
801032790,1768.93,76.30590861828381,Branch,Tablet,Desposit,3,343,51,1.0
420844340,983.84,53.889787293521834,ATM,Mobile,Transfer,6,3587,29,0.0
231397262,954.67,51.62121807672315,Online,Desktop,Purchase,4,480,21,1.0
137470197,693.1,45.36838637914601,Online,Desktop,Deposit,4,2523,27,0.0
444757939,850.7,47.283448896739465,Branch,Desktop,Withdrawal,5,1705,5,0.0
846729406,423.4,36.613942002767516,Branch,Tablet,Deposit,5,448,19,0.0
948720712,682.85,36.18955396846225,ATM,Desktop,Purchase,8,3575,29,0.0
013718439,412.84,56.81359510442948,Online,Desktop,Purchase,4,2709,1,0.0
814314170,352.64,57.75155494034783,Online,Tablet,Transfer,7,837,45,0.0
893997901,698.0,68.18061922557825,Branch,Tablet,Deposit,6,2166,20,0.0
092991687,826.43,59.75816719344709,ATM,Tablet,Transfer,5,284,17,0.0
645174951,617.28,34.291238479315005,ATM,Tablet,Purchase,5,103,1,0.0
432574994,126.98,43.882309090947146,Branch,Desktop,Transfer,3,1712,12,0.0
629635360,343.24,34.46241233983936,Online,Desktop,Withdrawal,6,2085,41,0.0
511737580,149.45,31.33460048639384,ATM,Desktop,Transfer,6,2922,30,0.0
266748354,966.02,103.93135232168066,ATM,Desktop,Purchase,5,249,21,1.0
720376868,717.45,51.904996797790666,Online,Mobile,Purchase,4,3628,8,0.0
329843781,507.17,66.17212574968624,Online,Mobile,Purchase,8,1789,27,0.0
645983447,138.79,27.53110666015395,Online,Desktop,Deposit,7,1481,47,0.0
629686625,649.46,36.54129076526785,ATM,Mobile,Transfer,5,1715,5,0.0
615771701,869.94,51.90635591265024,ATM,Mobile,Purchase,5,2628,17,0.0
326368791,147.88,48.241455955679285,Online,Desktop,Transfer,8,3330,31,0.0
068457532,241.27,50.37937835447602,Branch,Desktop,Deposit,4,2719,33,0.0
701549672,716.22,68.00511181510853,Online,Tablet,Purchase,4,1057,4,0.0
969387297,278.12,47.58742345381457,Branch,Tablet,Withdrawal,4,313,39,0.0
315120681,133.05,57.408243454201255,ATM,Desktop,Deposit,4,550,31,0.0
697629374,50.46,60.701502383164275,ATM,Desktop,Withdrawal,4,1025,49,0.0
716484176,234.23,44.70947322653705,ATM,Tablet,Withdrawal,5,3181,24,0.0
556551188,975.85,55.530400858523585,Online,Tablet,Withdrawal,10,2626,4,0.0
308365372,578.73,74.12615421612915,Branch,Mobile,Withdrawal,4,819,36,0.0
303320281,456.33,40.43563623181991,Branch,Desktop,Deposit,1,2184,37,0.0
742948319,31.9,62.000789564268615,ATM,Desktop,Deposit,8,3161,5,0.0
142255662,586.15,58.545252270666154,Branch,Mobile,Withdrawal,4,2498,35,0.0
649080142,812.45,55.00844474944457,Online,Tablet,Purchase,8,3528,5,0.0
388135123,934.54,58.141517621182665,Online,Mobile,Purchase,5,736,21,0.0
038630197,571.64,33.605158374745656,Online,Tablet,Deposit,3,1377,19,0.0
393764408,348.66,65.80540686568374,Online,Tablet,Deposit,3,2812,34,0.0
582491309,76.94,45.863944665783556,Branch,Desktop,Deposit,4,3062,3,0.0
503417831,209.83,47.56616020624982,Branch,Tablet,Purchase,5,3377,46,0.0
941758583,866.85,46.8392714397295,Branch,Tablet,Deposit,5,3192,25,0.0
297949034,896.57,49.39339186185379,Online,Mobile,Transfer,4,1062,13,0.0
082419942,799.45,47.82982949575629,Branch,Mobile,Purchase,4,1899,13,0.0
912085328,987.02,55.8857840442061,Online,Mobile,Transfer,4,3154,17,0.0
854889289,330.37,45.08097552493795,Branch,Desktop,Purchase,7,115,15,0.0
495883160,987.77,24.70439922305697,Online,Mobile,Withdrawal,2,2449,17,0.0
228370648,386.39,49.54487754698758,Branch,Desktop,Deposit,6,1219,26,0.0
694116083,207.55,55.62880860174355,ATM,Desktop,Withdrawal,15,2665,40,0.0
038791312,807.87,56.92722755116859,ATM,Mobile,Purchase,2,2187,10,0.0
364817970,552.48,33.687241845390545,Branch,Tablet,Purchase,8,1865,22,0.0
532391779,293.68,38.20960208840198,Branch,Desktop,Deposit,1,3241,7,0.0
493238601,846.34,53.979270499468086,ATM,Desktop,Purchase,3,1516,49,0.0
867298737,391.25,59.85729995679863,ATM,Desktop,Purchase,4,2349,37,0.0
309382674,637.07,38.58310885866495,ATM,Mobile,Withdrawal,7,758,27,0.0
625994099,1668.94,17.558352719597565,Branch,Desktop,Purchase,7,620,67,1.0
032007790,845.91,51.094084718329704,Online,Desktop,Purchase,2,3629,15,0.0
635441881,1393.54,59.95961016123087,ATM,Mobile,Desposit,1,497,71,1.0
116628066,707.63,47.26006918170696,Branch,Tablet,Withdrawal,5,297,22,0.0
878164068,754.8,78.06229777634252,ATM,Tablet,Withdrawal,4,425,50,1.0
242268175,89.43,64.2274813609994,Online,Tablet,Purchase,6,2461,41,0.0
394820448,136.44,44.13468730436065,Online,Mobile,Withdrawal,8,1336,44,0.0
209482283,773.21,39.674760964724605,ATM,Mobile,Deposit,8,597,33,0.0
286160627,33.04,51.94607455237243,ATM,Tablet,Transfer,5,2191,4,0.0
787065138,189.78,48.099609649985055,Online,Tablet,Withdrawal,3,1807,34,0.0
830775341,564.83,37.37006088305746,Online,Desktop,Desposit,6,180,67,1.0
044114649,1549.87,78.30419452008529,Branch,Mobile,Withdrawal,1,421,77,1.0
002190372,653.82,66.85014278708509,Online,Tablet,Purchase,7,2066,23,0.0
482726190,764.83,54.98221748496785,Branch,Desktop,Purchase,4,721,29,0.0
755936049,203.29,54.84732817294475,ATM,Desktop,Transfer,8,323,29,0.0
053005780,986.76,47.21116605849244,ATM,Tablet,Purchase,3,2635,32,0.0
341523684,925.45,42.65408423201951,Branch,Mobile,Transfer,1,1537,13,0.0
572767861,584.29,55.47264797377967,Branch,Tablet,Purchase,3,1933,15,0.0
049423507,599.13,51.60018225852788,ATM,Tablet,Transfer,4,2606,2,0.0
004525991,29.87,53.92415967178767,Branch,Desktop,Purchase,3,1819,47,0.0
100218592,758.6,51.90423889925058,Branch,Tablet,Transfer,3,940,12,0.0
922191188,894.95,37.3983523482742,ATM,Tablet,Purchase,7,3011,9,0.0
334084873,543.95,48.78252491616716,ATM,Mobile,Deposit,4,2326,48,0.0
017102267,108.45,45.355957376906126,Branch,Desktop,Withdrawal,4,347,20,0.0
564320059,654.37,34.52696011061634,Online,Desktop,Deposit,4,2056,45,0.0
643482040,888.83,43.4999741917654,ATM,Tablet,Withdrawal,5,2942,34,0.0
069678104,594.33,60.35249334723753,Online,Desktop,Purchase,9,1295,16,0.0
021218443,976.12,58.41983695452127,ATM,Desktop,Transfer,4,90,2,0.0
989903418,370.63,46.9203847036096,Branch,Desktop,Withdrawal,5,518,35,0.0
736629058,137.58,50.03375506597161,Branch,Desktop,Purchase,1,1360,43,0.0
575578530,167.95,58.852314829889906,Online,Desktop,Transfer,6,1262,25,0.0
180671438,394.29,48.62551485372308,Branch,Tablet,Transfer,3,1974,27,0.0
804219528,716.11,32.39191188019224,Branch,Desktop,Transfer,5,2204,47,0.0
107602692,987.4,31.98942265847261,Branch,Tablet,Transfer,8,230,37,0.0
067103603,278.04,68.5079663598025,ATM,Mobile,Purchase,3,433,9,1.0
617887874,950.46,57.21562505126143,Branch,Tablet,Transfer,5,2481,49,0.0
182669531,445.75,52.825799504882994,Online,Tablet,Transfer,6,3074,36,0.0
995905654,994.92,47.16861103256233,Online,Mobile,Deposit,3,2031,31,0.0
049260394,554.03,62.79464931657751,Online,Desktop,Purchase,5,3233,28,0.0
